Player,Nation,Pos,Age,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,Team,total_points,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,selected_by_percent,now_cost,element_type
Zak Sturge,eng ENG,DF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Ronnie Stutter,eng ENG,FW,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,FWD
Fabian Schär,ch SUI,DF,31.0,35,3054.0,33.9,4.0,1.0,4.0,0.0,0.0,5.0,0.0,2.5,2.5,0.7,28.0,133.0,20.0,0.12,0.03,0.12,0.15,0.07,0.02,0.1,0.07,NewcastleUnited,123,58,166.7,826.6,278.0,12,629,127.4,9,7.3,56,DEF
Anthony Gordon,eng ENG,FW,22.0,34,2890.0,32.1,11.0,10.0,10.0,1.0,1.0,12.0,1.0,10.2,9.4,8.0,138.0,101.0,232.0,0.34,0.31,0.31,0.62,0.32,0.25,0.57,0.29,NewcastleUnited,183,48,843.7,822.6,905.0,14,594,256.7,12,20.6,64,MID
Dan Burn,eng ENG,DF,31.0,32,2726.0,30.3,2.0,2.0,2.0,0.0,0.0,4.0,0.0,3.1,3.1,1.1,14.0,75.0,25.0,0.07,0.07,0.07,0.13,0.1,0.04,0.14,0.1,NewcastleUnited,97,45,153.8,656.4,286.0,4,493,109.7,8,12.7,47,DEF
Sean Longstaff,eng ENG,MF,25.0,30,2747.0,30.5,6.0,2.0,6.0,0.0,0.0,7.0,0.0,6.6,6.6,2.3,24.0,145.0,116.0,0.2,0.07,0.2,0.26,0.22,0.07,0.29,0.22,NewcastleUnited,110,50,357.1,550.0,479.0,3,418,138.8,10,0.4,48,MID
Alexander Isak,se SWE,FW,23.0,27,2255.0,25.1,21.0,2.0,16.0,5.0,6.0,1.0,0.0,20.3,15.6,3.7,68.0,71.0,129.0,0.84,0.08,0.64,0.72,0.81,0.15,0.96,0.62,NewcastleUnited,172,41,362.5,877.4,1054.0,23,645,229.3,7,41.0,84,FWD
Kieran Trippier,eng ENG,DF,32.0,26,2236.0,24.8,1.0,10.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,7.5,34.0,157.0,128.0,0.04,0.4,0.04,0.44,0.03,0.3,0.33,0.03,NewcastleUnited,111,43,1028.5,719.0,102.0,20,589,185.2,6,21.2,66,DEF
Sven Botman,nl NED,DF,23.0,15,1377.0,15.3,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,0.0,35.0,5.0,0.13,0.13,0.13,0.26,0.04,0.07,0.11,0.04,NewcastleUnited,51,29,62.9,386.8,104.0,4,298,55.5,3,4.3,45,DEF
Nick Pope,eng ENG,GK,31.0,15,1345.0,14.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewcastleUnited,57,16,0.0,323.0,4.0,1,279,32.7,6,4.8,53,GK
Lewis Miley,eng ENG,MF,17.0,14,1202.0,13.4,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.7,14.0,53.0,54.0,0.07,0.22,0.07,0.3,0.09,0.13,0.22,0.09,NewcastleUnited,44,29,192.8,237.4,136.0,1,232,56.7,1,0.1,45,MID
Jacob Murphy,eng ENG,"FW,DF",28.0,14,1189.0,13.2,3.0,7.0,3.0,0.0,0.0,1.0,0.0,2.1,2.1,5.0,33.0,52.0,113.0,0.23,0.53,0.23,0.76,0.16,0.37,0.54,0.16,NewcastleUnited,82,21,453.4,377.8,270.0,4,312,110.0,5,0.2,48,MID
Jamaal Lascelles,eng ENG,DF,29.0,13,1080.0,12.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.1,8.0,31.0,3.0,0.08,0.0,0.08,0.08,0.06,0.01,0.07,0.06,NewcastleUnited,46,15,35.4,233.0,69.0,3,212,33.8,5,1.9,37,DEF
Elliot Anderson,eng ENG,"MF,FW",20.0,10,1027.0,11.4,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,1.9,37.0,57.0,70.0,0.0,0.18,0.0,0.18,0.13,0.17,0.3,0.13,NewcastleUnited,42,14,223.7,187.4,201.0,3,144,61.1,5,1.8,42,MID
Callum Wilson,eng ENG,FW,31.0,9,991.0,11.0,9.0,1.0,7.0,2.0,2.0,3.0,0.0,8.8,7.2,0.6,11.0,9.0,77.0,0.82,0.09,0.64,0.73,0.8,0.05,0.85,0.65,NewcastleUnited,69,15,110.3,366.2,563.0,4,246,103.2,6,3.0,78,FWD
Emil Krafth,se SWE,DF,28.0,8,913.0,10.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.0,12.0,29.0,33.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,NewcastleUnited,33,15,145.4,164.2,28.0,1,187,33.8,3,0.1,44,DEF
Lewis Hall,eng ENG,DF,18.0,8,781.0,8.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,19.0,46.0,27.0,0.12,0.0,0.12,0.12,0.04,0.03,0.07,0.04,NewcastleUnited,38,12,69.1,194.8,85.0,3,171,34.9,2,0.6,42,DEF
Harvey Barnes,eng ENG,"FW,MF",25.0,7,802.0,8.9,5.0,3.0,5.0,0.0,0.0,2.0,0.0,3.6,3.6,3.2,45.0,34.0,79.0,0.56,0.34,0.56,0.9,0.4,0.36,0.76,0.4,NewcastleUnited,64,10,181.5,279.2,334.0,3,205,79.5,2,1.2,62,MID
Sandro Tonali,it ITA,MF,23.0,5,438.0,4.9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,11.0,19.0,21.0,0.21,0.0,0.21,0.21,0.13,0.13,0.26,0.13,NewcastleUnited,16,5,105.0,81.8,50.0,0,86,23.8,1,1.0,52,MID
Joe Willock,eng ENG,MF,23.0,5,419.0,4.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,16.0,17.0,26.0,0.21,0.0,0.21,0.21,0.17,0.12,0.3,0.17,NewcastleUnited,18,9,92.5,89.8,106.0,0,60,28.8,1,0.1,53,MID
Loris Karius,de GER,GK,30.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewcastleUnited,1,4,0.0,31.8,0.0,0,17,3.2,0,0.2,39,GK
Matt Targett,eng ENG,DF,27.0,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,NewcastleUnited,2,4,11.9,9.2,0.0,0,15,2.2,0,0.1,42,DEF
Matt Ritchie,sct SCO,"FW,MF",33.0,0,128.0,1.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,8.0,13.0,0.7,0.0,0.7,0.7,0.68,0.0,0.68,0.68,NewcastleUnited,17,5,9.1,70.0,106.0,0,49,18.5,0,0.2,43,MID
Ben Parkinson,eng ENG,FW,18.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewcastleUnited,1,1,0.0,2.0,0.0,0,2,0.2,0,0.0,45,FWD
Paul Dummett,wls WAL,DF,31.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,NewcastleUnited,5,1,1.1,5.2,4.0,0,10,0.5,0,0.3,39,DEF
Alex Murphy,ie IRL,"DF,FW",19.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewcastleUnited,2,0,1.0,2.6,0.0,0,6,0.3,0,0.4,39,DEF
Joe White,eng ENG,MF,20.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewcastleUnited,3,0,1.1,0.8,0.0,0,9,0.1,0,0.0,45,MID
Amadou Diallo,eng ENG,MF,20.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewcastleUnited,1,0,0.0,0.0,0.0,0,3,0.0,0,0.0,45,MID
Michael Ndiweni,eng ENG,FW,19.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewcastleUnited,1,0,0.0,0.2,0.0,0,3,0.0,0,0.0,44,FWD
Mark Gillespie,eng ENG,GK,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewcastleUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.1,39,GK
André Onana,cm CMR,GK,27.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,133,58,33.2,1167.8,0.0,10,741,120.2,9,15.5,50,GK
Alejandro Garnacho,ar ARG,FW,19.0,30,2565.0,28.5,7.0,4.0,7.0,0.0,0.0,4.0,0.0,8.4,8.3,5.1,178.0,62.0,281.0,0.25,0.14,0.25,0.39,0.29,0.18,0.47,0.29,ManchesterUnited,131,39,616.8,527.2,1103.0,7,372,224.3,8,9.8,50,MID
Marcus Rashford,eng ENG,FW,25.0,26,2271.0,25.2,7.0,2.0,5.0,2.0,2.0,2.0,0.0,7.4,5.8,2.3,95.0,65.0,184.0,0.28,0.08,0.2,0.28,0.29,0.09,0.38,0.23,ManchesterUnited,108,37,358.6,453.2,672.0,0,330,148.3,7,9.5,84,MID
Rasmus Højlund,dk DEN,FW,20.0,25,2158.0,24.0,10.0,2.0,10.0,0.0,0.0,2.0,0.0,7.6,7.6,1.6,36.0,33.0,111.0,0.42,0.08,0.42,0.5,0.32,0.07,0.38,0.32,ManchesterUnited,112,35,345.8,480.6,648.0,14,362,147.0,6,5.6,71,FWD
Kobbie Mainoo,eng ENG,MF,18.0,24,1924.0,21.4,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.9,0.9,0.7,25.0,64.0,36.0,0.14,0.05,0.14,0.19,0.04,0.03,0.07,0.04,ManchesterUnited,77,31,256.7,413.4,134.0,8,327,80.6,7,0.9,44,MID
Aaron Wan-Bissaka,eng ENG,DF,25.0,20,1780.0,19.8,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,1.5,30.0,77.0,54.0,0.0,0.1,0.0,0.1,0.01,0.08,0.08,0.01,ManchesterUnited,47,34,196.5,397.8,60.0,5,323,65.5,3,2.0,44,DEF
Scott McTominay,sct SCO,"MF,FW",26.0,18,1901.0,21.1,7.0,1.0,7.0,0.0,0.0,2.0,0.0,5.7,5.7,0.8,29.0,64.0,47.0,0.33,0.05,0.33,0.38,0.27,0.04,0.31,0.27,ManchesterUnited,98,30,179.5,539.4,492.0,5,307,121.3,7,0.8,45,MID
Harry Maguire,eng ENG,DF,30.0,18,1653.0,18.4,2.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,1.2,20.0,73.0,2.0,0.11,0.11,0.11,0.22,0.11,0.07,0.18,0.11,ManchesterUnited,73,29,90.9,493.4,192.0,6,351,77.7,4,1.3,43,DEF
Raphaël Varane,fr FRA,DF,30.0,16,1375.0,15.3,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.1,16.0,59.0,2.0,0.07,0.0,0.07,0.07,0.08,0.0,0.09,0.08,ManchesterUnited,44,23,35.3,356.2,85.0,2,273,47.7,3,2.1,49,DEF
Jonny Evans,nir NIR,DF,35.0,15,1392.0,15.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,7.0,37.0,1.0,0.0,0.06,0.0,0.06,0.0,0.08,0.08,0.0,ManchesterUnited,49,24,81.2,330.8,21.0,3,293,43.6,4,0.6,40,DEF
Victor Lindelöf,se SWE,DF,29.0,14,1328.0,14.8,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,17.0,40.0,17.0,0.07,0.07,0.07,0.14,0.05,0.02,0.07,0.05,ManchesterUnited,62,16,125.9,263.8,105.0,7,291,49.6,5,0.2,45,DEF
Christian Eriksen,dk DEN,MF,31.0,12,1141.0,12.7,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.3,20.0,68.0,23.0,0.08,0.16,0.08,0.24,0.08,0.18,0.26,0.08,ManchesterUnited,48,27,400.5,255.4,93.0,4,248,75.0,2,0.4,58,MID
Luke Shaw,eng ENG,DF,28.0,12,959.0,10.7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,10.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,ManchesterUnited,31,13,199.3,197.2,29.0,0,195,42.6,4,2.7,52,DEF
Sofyan Amrabat,ma MAR,"MF,DF",26.0,10,938.0,10.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.3,6.0,66.0,10.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,ManchesterUnited,26,15,102.5,159.0,6.0,0,125,27.0,2,0.1,50,MID
Lisandro Martínez,ar ARG,DF,25.0,8,646.0,7.2,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,8.0,28.0,1.0,0.0,0.14,0.0,0.14,0.0,0.01,0.01,0.0,ManchesterUnited,15,12,45.7,144.4,4.0,0,134,19.4,1,2.1,47,DEF
Mason Mount,eng ENG,"MF,FW",24.0,5,516.0,5.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.3,9.0,21.0,34.0,0.17,0.0,0.17,0.17,0.07,0.06,0.13,0.07,ManchesterUnited,23,13,107.6,105.8,64.0,0,93,27.9,1,0.8,68,MID
Anthony Martial,fr FRA,FW,27.0,5,448.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,6.0,12.0,36.0,0.2,0.0,0.2,0.2,0.25,0.05,0.29,0.25,ManchesterUnited,25,6,85.0,67.2,97.0,2,73,24.5,1,0.3,64,FWD
Sergio Reguilón,es ESP,DF,26.0,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,11.0,27.0,38.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,ManchesterUnited,74,30,436.3,390.2,111.0,14,350,93.8,5,3.0,45,DEF
Amad Diallo,ci CIV,"FW,MF",21.0,3,390.0,4.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.1,11.0,10.0,31.0,0.23,0.23,0.23,0.46,0.12,0.24,0.36,0.12,ManchesterUnited,23,6,123.8,117.0,114.0,3,68,35.2,1,0.1,44,MID
Willy Kambwala,fr FRA,DF,18.0,3,330.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,5,10,2.4,53.8,0.0,0,48,5.5,0,0.1,39,DEF
Hannibal Mejbri,tn TUN,"MF,FW",20.0,1,133.0,1.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,2.0,6.0,10.0,0.68,0.0,0.68,0.68,0.02,0.25,0.27,0.02,ManchesterUnited,11,1,29.8,48.2,13.0,0,34,9.0,1,0.1,43,MID
Omari Forson,eng ENG,FW,19.0,1,70.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,2.0,2.0,0.0,1.29,0.0,1.29,0.04,0.23,0.27,0.04,ManchesterUnited,7,2,23.6,24.2,4.0,0,23,5.2,0,0.0,44,MID
Jadon Sancho,eng ENG,"FW,MF",23.0,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,ManchesterUnited,3,1,14.8,9.8,12.0,0,11,3.6,0,0.4,67,MID
Ethan Wheatley,eng ENG,FW,17.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,3,0,0.0,2.0,0.0,0,6,0.2,0,0.0,45,FWD
Donny van de Beek,nl NED,DF,26.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,ManchesterUnited,1,0,10.3,0.0,6.0,0,3,1.6,0,0.0,47,MID
Daniel Gore,eng ENG,MF,18.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,1,0,0.0,3.0,0.0,0,5,0.3,0,0.0,45,MID
Harry Amass,eng ENG,DF,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Rhys Bennett,eng ENG,DF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Toby Collyer,eng ENG,MF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Tom Heaton,eng ENG,GK,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.1,39,GK
Dean Henderson,eng ENG,GK,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,48,30,0.0,434.8,0.0,2,293,43.7,4,1.7,44,GK
Joe Hugill,eng ENG,FW,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,FWD
Louis Jackson,sct SCO,DF,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Dermot Mee,nir NIR,GK,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,GK
Habeeb Ogunneye,eng ENG,DF,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Radek Vítek,0,GK,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ManchesterUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,GK
Vladimír Coufal,cz CZE,DF,30.0,36,3132.0,34.8,0.0,7.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,4.0,68.0,119.0,126.0,0.0,0.2,0.0,0.2,0.01,0.11,0.12,0.01,WestHamUnited,85,70,500.0,661.6,92.0,9,514,125.6,4,2.0,45,DEF
Jarrod Bowen,eng ENG,FW,26.0,34,3019.0,33.5,16.0,6.0,16.0,0.0,0.0,2.0,0.0,11.6,11.6,5.5,90.0,52.0,186.0,0.48,0.18,0.48,0.66,0.35,0.16,0.51,0.35,WestHamUnited,182,63,463.8,890.4,1130.0,14,519,247.8,5,12.1,76,MID
James Ward-Prowse,eng ENG,MF,28.0,34,3001.0,33.3,7.0,7.0,5.0,2.0,2.0,4.0,0.0,6.0,4.4,7.8,18.0,144.0,63.0,0.21,0.21,0.15,0.36,0.18,0.23,0.41,0.13,WestHamUnited,146,65,1023.5,831.0,324.0,19,708,217.5,5,5.3,57,MID
Tomáš Souček,cz CZE,MF,28.0,34,2870.0,31.9,7.0,2.0,7.0,0.0,0.0,7.0,0.0,6.7,6.7,1.7,7.0,86.0,39.0,0.22,0.06,0.22,0.28,0.21,0.05,0.26,0.21,WestHamUnited,116,64,262.5,751.6,488.0,9,456,150.3,5,0.8,49,MID
Kurt Zouma,fr FRA,DF,28.0,32,2838.0,31.5,3.0,0.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,0.2,7.0,53.0,1.0,0.1,0.0,0.1,0.1,0.06,0.01,0.06,0.06,WestHamUnited,76,63,55.1,636.8,227.0,6,444,92.0,3,1.5,45,DEF
Alphonse Areola,fr FRA,GK,30.0,31,2699.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WestHamUnited,116,53,0.0,1023.2,0.0,11,598,102.4,4,22.3,42,GK
Mohammed Kudus,gh GHA,"FW,MF",22.0,27,2484.0,27.6,8.0,6.0,8.0,0.0,0.0,6.0,0.0,5.1,5.1,3.5,117.0,80.0,216.0,0.29,0.22,0.29,0.51,0.19,0.13,0.31,0.19,WestHamUnited,137,61,472.9,667.2,566.0,13,476,170.8,3,3.0,67,MID
Nayef Aguerd,ma MAR,DF,27.0,21,1857.0,20.6,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.5,1.5,0.3,10.0,68.0,3.0,0.05,0.0,0.05,0.05,0.07,0.01,0.09,0.07,WestHamUnited,36,44,58.1,439.4,145.0,0,282,64.4,2,0.5,44,DEF
Michail Antonio,jm JAM,FW,33.0,21,1695.0,18.8,6.0,2.0,6.0,0.0,0.0,6.0,0.0,5.8,5.8,0.9,48.0,22.0,104.0,0.32,0.11,0.32,0.42,0.31,0.05,0.35,0.31,WestHamUnited,78,34,132.2,308.6,395.0,8,228,82.7,5,1.9,57,FWD
Konstantinos Mavropanos,gr GRE,DF,25.0,16,1500.0,16.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,10.0,38.0,2.0,0.06,0.0,0.06,0.06,0.07,0.01,0.08,0.07,WestHamUnited,40,27,41.9,300.2,112.0,3,229,45.3,3,0.1,45,DEF
Angelo Ogbonna,it ITA,DF,35.0,7,635.0,7.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,WestHamUnited,19,14,2.2,131.0,10.0,0,103,14.4,2,0.1,42,DEF
Saïd Benrahma,dz ALG,"FW,MF",27.0,5,620.0,6.9,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.8,1.0,1.4,28.0,28.0,70.0,0.0,0.15,0.0,0.15,0.27,0.21,0.47,0.15,WestHamUnited,20,8,164.9,85.4,196.0,0,64,44.6,2,0.3,56,MID
Ben Johnson,eng ENG,"DF,FW",23.0,4,544.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,17.0,22.0,33.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,WestHamUnited,17,16,22.5,84.6,38.0,0,90,14.7,1,0.1,44,DEF
Aaron Cresswell,eng ENG,"DF,FW",33.0,4,436.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,4.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,WestHamUnited,10,11,77.2,58.8,2.0,0,71,13.9,0,0.3,42,DEF
Danny Ings,eng ENG,FW,31.0,3,404.0,4.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.3,7.0,8.0,29.0,0.22,0.0,0.22,0.22,0.28,0.06,0.34,0.28,WestHamUnited,36,10,64.4,82.4,125.0,4,105,27.1,0,0.6,55,FWD
Kalvin Phillips,eng ENG,MF,27.0,3,309.0,3.4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,WestHamUnited,10,13,23.3,35.6,31.0,0,27,9.1,0,0.0,47,MID
Maxwel Cornet,ci CIV,"MF,FW",26.0,1,112.0,1.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,3.0,2.0,8.0,0.8,0.0,0.8,0.8,0.32,0.13,0.46,0.32,WestHamUnited,13,3,48.4,44.0,54.0,0,40,14.6,0,0.1,52,MID
Divin Mubama,eng ENG,FW,18.0,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,WestHamUnited,5,2,2.4,0.2,5.0,0,14,0.8,0,4.5,41,FWD
George Earthy,eng ENG,FW,18.0,0,34.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,1.0,3.0,2.65,0.0,2.65,2.65,0.82,0.0,0.82,0.82,WestHamUnited,8,0,2.0,32.8,33.0,0,27,6.9,0,0.0,45,MID
